gongli,xingqi,year,month,day,nianzhu,shuxiang,yuezhu,rizhu,nianming
1992/3/21,星期六,1992,二月,十八,壬申,猴,癸卯,丙申,剑锋金
1992/3/22,星期日,1992,二月,十九,壬申,猴,癸卯,丁酉,剑锋金
1992/3/23,星期一,1992,二月,二十,壬申,猴,癸卯,戊戌,剑锋金
1992/3/24,星期二,1992,二月,廿一,壬申,猴,癸卯,己亥,剑锋金
1992/3/25,星期三,1992,二月,廿二,壬申,猴,癸卯,庚子,剑锋金
1992/3/26,星期四,1992,二月,廿三,壬申,猴,癸卯,辛丑,剑锋金
1992/3/27,星期五,1992,二月,廿四,壬申,猴,癸卯,壬寅,剑锋金
1992/3/28,星期六,1992,二月,廿五,壬申,猴,癸卯,癸卯,剑锋金
1992/3/29,星期日,1992,二月,廿六,壬申,猴,癸卯,甲辰,剑锋金
1992/3/30,星期一,1992,二月,廿七,壬申,猴,癸卯,乙巳,剑锋金
1992/3/31,星期二,1992,二月,廿八,壬申,猴,癸卯,丙午,剑锋金
1992/4/1,星期三,1992,二月,廿九,壬申,猴,癸卯,丁未,剑锋金
1992/4/2,星期四,1992,二月,三十,壬申,猴,癸卯,戊申,剑锋金
1992/4/3,星期五,1992,三月,初一,壬申,猴,癸卯,己酉,剑锋金
1992/4/4,星期六,1992,三月,初二,壬申,猴,甲辰,庚戌,剑锋金
1992/4/5,星期日,1992,三月,初三,壬申,猴,甲辰,辛亥,剑锋金
1992/4/6,星期一,1992,三月,初四,壬申,猴,甲辰,壬子,剑锋金
1992/4/7,星期二,1992,三月,初五,壬申,猴,甲辰,癸丑,剑锋金
1992/4/8,星期三,1992,三月,初六,壬申,猴,甲辰,甲寅,剑锋金
1992/4/9,星期四,1992,三月,初七,壬申,猴,甲辰,乙卯,剑锋金
1992/4/10,星期五,1992,三月,初八,壬申,猴,甲辰,丙辰,剑锋金
1992/4/11,星期六,1992,三月,初九,壬申,猴,甲辰,丁巳,剑锋金
1992/4/12,星期日,1992,三月,初十 ,壬申,猴,甲辰,戊午,剑锋金
1992/4/13,星期一,1992,三月,十一,壬申,猴,甲辰,己未,剑锋金
1992/4/14,星期二,1992,三月,十二,壬申,猴,甲辰,庚申,剑锋金
1992/4/15,星期三,1992,三月,十三,壬申,猴,甲辰,辛酉,剑锋金
1992/4/16,星期四,1992,三月,十四,壬申,猴,甲辰,壬戌,剑锋金
1992/4/17,星期五,1992,三月,十五,壬申,猴,甲辰,癸亥,剑锋金
1992/4/18,星期六,1992,三月,十六,壬申,猴,甲辰,甲子,剑锋金
1992/4/19,星期日,1992,三月,十七,壬申,猴,甲辰,乙丑,剑锋金
1992/4/20,星期一,1992,三月,十八,壬申,猴,甲辰,丙寅,剑锋金
1992/4/21,星期二,1992,三月,十九,壬申,猴,甲辰,丁卯,剑锋金
1992/4/22,星期三,1992,三月,二十,壬申,猴,甲辰,戊辰,剑锋金
1992/4/23,星期四,1992,三月,廿一,壬申,猴,甲辰,己巳,剑锋金
1992/4/24,星期五,1992,三月,廿二,壬申,猴,甲辰,庚午,剑锋金
1992/4/25,星期六,1992,三月,廿三,壬申,猴,甲辰,辛未,剑锋金
1992/4/26,星期日,1992,三月,廿四,壬申,猴,甲辰,壬申,剑锋金
1992/4/27,星期一,1992,三月,廿五,壬申,猴,甲辰,癸酉,剑锋金
1992/4/28,星期二,1992,三月,廿六,壬申,猴,甲辰,甲戌,剑锋金
1992/4/29,星期三,1992,三月,廿七,壬申,猴,甲辰,乙亥,剑锋金
1992/4/30,星期四,1992,三月,廿八,壬申,猴,甲辰,丙子,剑锋金
1992/5/1,星期五,1992,三月,廿九,壬申,猴,甲辰,丁丑,剑锋金
1992/5/2,星期六,1992,三月,三十,壬申,猴,甲辰,戊寅,剑锋金
1992/5/3,星期日,1992,四月,初一,壬申,猴,甲辰,己卯,剑锋金
1992/5/4,星期一,1992,四月,初二,壬申,猴,甲辰,庚辰,剑锋金
1992/5/5,星期二,1992,四月,初三,壬申,猴,乙巳,辛巳,剑锋金
1992/5/6,星期三,1992,四月,初四,壬申,猴,乙巳,壬午,剑锋金
1992/5/7,星期四,1992,四月,初五,壬申,猴,乙巳,癸未,剑锋金
1992/5/8,星期五,1992,四月,初六,壬申,猴,乙巳,甲申,剑锋金
1992/5/9,星期六,1992,四月,初七,壬申,猴,乙巳,乙酉,剑锋金
1992/5/10,星期日,1992,四月,初八,壬申,猴,乙巳,丙戌,剑锋金
1992/5/11,星期一,1992,四月,初九,壬申,猴,乙巳,丁亥,剑锋金
1992/5/12,星期二,1992,四月,初十 ,壬申,猴,乙巳,戊子,剑锋金
1992/5/13,星期三,1992,四月,十一,壬申,猴,乙巳,己丑,剑锋金
1992/5/14,星期四,1992,四月,十二,壬申,猴,乙巳,庚寅,剑锋金
1992/5/15,星期五,1992,四月,十三,壬申,猴,乙巳,辛卯,剑锋金
1992/5/16,星期六,1992,四月,十四,壬申,猴,乙巳,壬辰,剑锋金
1992/5/17,星期日,1992,四月,十五,壬申,猴,乙巳,癸巳,剑锋金
1992/5/18,星期一,1992,四月,十六,壬申,猴,乙巳,甲午,剑锋金
1992/5/19,星期二,1992,四月,十七,壬申,猴,乙巳,乙未,剑锋金
1992/5/20,星期三,1992,四月,十八,壬申,猴,乙巳,丙申,剑锋金
1992/5/21,星期四,1992,四月,十九,壬申,猴,乙巳,丁酉,剑锋金
1992/5/22,星期五,1992,四月,二十,壬申,猴,乙巳,戊戌,剑锋金
1992/5/23,星期六,1992,四月,廿一,壬申,猴,乙巳,己亥,剑锋金
1992/5/24,星期日,1992,四月,廿二,壬申,猴,乙巳,庚子,剑锋金
1992/5/25,星期一,1992,四月,廿三,壬申,猴,乙巳,辛丑,剑锋金
1992/5/26,星期二,1992,四月,廿四,壬申,猴,乙巳,壬寅,剑锋金
1992/5/27,星期三,1992,四月,廿五,壬申,猴,乙巳,癸卯,剑锋金
1992/5/28,星期四,1992,四月,廿六,壬申,猴,乙巳,甲辰,剑锋金
1992/5/29,星期五,1992,四月,廿七,壬申,猴,乙巳,乙巳,剑锋金
1992/5/30,星期六,1992,四月,廿八,壬申,猴,乙巳,丙午,剑锋金
1992/5/31,星期日,1992,四月,廿九,壬申,猴,乙巳,丁未,剑锋金
1992/6/1,星期一,1992,五月,初一,壬申,猴,乙巳,戊申,剑锋金
1992/6/2,星期二,1992,五月,初二,壬申,猴,乙巳,己酉,剑锋金
1992/6/3,星期三,1992,五月,初三,壬申,猴,乙巳,庚戌,剑锋金
1992/6/4,星期四,1992,五月,初四,壬申,猴,乙巳,辛亥,剑锋金
1992/6/5,星期五,1992,五月,初五,壬申,猴,丙午,壬子,剑锋金
1992/6/6,星期六,1992,五月,初六,壬申,猴,丙午,癸丑,剑锋金
1992/6/7,星期日,1992,五月,初七,壬申,猴,丙午,甲寅,剑锋金
1992/6/8,星期一,1992,五月,初八,壬申,猴,丙午,乙卯,剑锋金
1992/6/9,星期二,1992,五月,初九,壬申,猴,丙午,丙辰,剑锋金
1992/6/10,星期三,1992,五月,初十 ,壬申,猴,丙午,丁巳,剑锋金
1992/6/11,星期四,1992,五月,十一,壬申,猴,丙午,戊午,剑锋金
1992/6/12,星期五,1992,五月,十二,壬申,猴,丙午,己未,剑锋金
1992/6/13,星期六,1992,五月,十三,壬申,猴,丙午,庚申,剑锋金
1992/6/14,星期日,1992,五月,十四,壬申,猴,丙午,辛酉,剑锋金
1992/6/15,星期一,1992,五月,十五,壬申,猴,丙午,壬戌,剑锋金
1992/6/16,星期二,1992,五月,十六,壬申,猴,丙午,癸亥,剑锋金
1992/6/17,星期三,1992,五月,十七,壬申,猴,丙午,甲子,剑锋金
1992/6/18,星期四,1992,五月,十八,壬申,猴,丙午,乙丑,剑锋金
1992/6/19,星期五,1992,五月,十九,壬申,猴,丙午,丙寅,剑锋金
1992/6/20,星期六,1992,五月,二十,壬申,猴,丙午,丁卯,剑锋金
1992/6/21,星期日,1992,五月,廿一,壬申,猴,丙午,戊辰,剑锋金
1992/6/22,星期一,1992,五月,廿二,壬申,猴,丙午,己巳,剑锋金
1992/6/23,星期二,1992,五月,廿三,壬申,猴,丙午,庚午,剑锋金
1992/6/24,星期三,1992,五月,廿四,壬申,猴,丙午,辛未,剑锋金
1992/6/25,星期四,1992,五月,廿五,壬申,猴,丙午,壬申,剑锋金
1992/6/26,星期五,1992,五月,廿六,壬申,猴,丙午,癸酉,剑锋金
1992/6/27,星期六,1992,五月,廿七,壬申,猴,丙午,甲戌,剑锋金
1992/6/28,星期日,1992,五月,廿八,壬申,猴,丙午,乙亥,剑锋金
1992/6/29,星期一,1992,五月,廿九,壬申,猴,丙午,丙子,剑锋金
1992/6/30,星期二,1992,六月,初一,壬申,猴,丙午,丁丑,剑锋金
1992/7/1,星期三,1992,六月,初二,壬申,猴,丙午,戊寅,剑锋金
1992/7/2,星期四,1992,六月,初三,壬申,猴,丙午,己卯,剑锋金
1992/7/3,星期五,1992,六月,初四,壬申,猴,丙午,庚辰,剑锋金
1992/7/4,星期六,1992,六月,初五,壬申,猴,丙午,辛巳,剑锋金
1992/7/5,星期日,1992,六月,初六,壬申,猴,丙午,壬午,剑锋金
1992/7/6,星期一,1992,六月,初七,壬申,猴,丙午,癸未,剑锋金
1992/7/7,星期二,1992,六月,初八,壬申,猴,丁未,甲申,剑锋金
1992/7/8,星期三,1992,六月,初九,壬申,猴,丁未,乙酉,剑锋金
1992/7/9,星期四,1992,六月,初十 ,壬申,猴,丁未,丙戌,剑锋金
1992/7/10,星期五,1992,六月,十一,壬申,猴,丁未,丁亥,剑锋金
1992/7/11,星期六,1992,六月,十二,壬申,猴,丁未,戊子,剑锋金
1992/7/12,星期日,1992,六月,十三,壬申,猴,丁未,己丑,剑锋金
1992/7/13,星期一,1992,六月,十四,壬申,猴,丁未,庚寅,剑锋金
1992/7/14,星期二,1992,六月,十五,壬申,猴,丁未,辛卯,剑锋金
1992/7/15,星期三,1992,六月,十六,壬申,猴,丁未,壬辰,剑锋金
1992/7/16,星期四,1992,六月,十七,壬申,猴,丁未,癸巳,剑锋金
1992/7/17,星期五,1992,六月,十八,壬申,猴,丁未,甲午,剑锋金
1992/7/18,星期六,1992,六月,十九,壬申,猴,丁未,乙未,剑锋金
1992/7/19,星期日,1992,六月,二十,壬申,猴,丁未,丙申,剑锋金
1992/7/20,星期一,1992,六月,廿一,壬申,猴,丁未,丁酉,剑锋金
1992/7/21,星期二,1992,六月,廿二,壬申,猴,丁未,戊戌,剑锋金
1992/7/22,星期三,1992,六月,廿三,壬申,猴,丁未,己亥,剑锋金
1992/7/23,星期四,1992,六月,廿四,壬申,猴,丁未,庚子,剑锋金
1992/7/24,星期五,1992,六月,廿五,壬申,猴,丁未,辛丑,剑锋金
1992/7/25,星期六,1992,六月,廿六,壬申,猴,丁未,壬寅,剑锋金
1992/7/26,星期日,1992,六月,廿七,壬申,猴,丁未,癸卯,剑锋金
1992/7/27,星期一,1992,六月,廿八,壬申,猴,丁未,甲辰,剑锋金
1992/7/28,星期二,1992,六月,廿九,壬申,猴,丁未,乙巳,剑锋金
1992/7/29,星期三,1992,六月,三十,壬申,猴,丁未,丙午,剑锋金
1992/7/30,星期四,1992,七月,初一,壬申,猴,丁未,丁未,剑锋金
1992/7/31,星期五,1992,七月,初二,壬申,猴,丁未,戊申,剑锋金
1992/8/1,星期六,1992,七月,初三,壬申,猴,丁未,己酉,剑锋金
1992/8/2,星期日,1992,七月,初四,壬申,猴,丁未,庚戌,剑锋金
1992/8/3,星期一,1992,七月,初五,壬申,猴,丁未,辛亥,剑锋金
1992/8/4,星期二,1992,七月,初六,壬申,猴,丁未,壬子,剑锋金
1992/8/5,星期三,1992,七月,初七,壬申,猴,丁未,癸丑,剑锋金
1992/8/6,星期四,1992,七月,初八,壬申,猴,丁未,甲寅,剑锋金
1992/8/7,星期五,1992,七月,初九,壬申,猴,戊申,乙卯,剑锋金
1992/8/8,星期六,1992,七月,初十 ,壬申,猴,戊申,丙辰,剑锋金
1992/8/9,星期日,1992,七月,十一,壬申,猴,戊申,丁巳,剑锋金
1992/8/10,星期一,1992,七月,十二,壬申,猴,戊申,戊午,剑锋金
1992/8/11,星期二,1992,七月,十三,壬申,猴,戊申,己未,剑锋金
1992/8/12,星期三,1992,七月,十四,壬申,猴,戊申,庚申,剑锋金
1992/8/13,星期四,1992,七月,十五,壬申,猴,戊申,辛酉,剑锋金
1992/8/14,星期五,1992,七月,十六,壬申,猴,戊申,壬戌,剑锋金
1992/8/15,星期六,1992,七月,十七,壬申,猴,戊申,癸亥,剑锋金
1992/8/16,星期日,1992,七月,十八,壬申,猴,戊申,甲子,剑锋金
1992/8/17,星期一,1992,七月,十九,壬申,猴,戊申,乙丑,剑锋金
1992/8/18,星期二,1992,七月,二十,壬申,猴,戊申,丙寅,剑锋金
1992/8/19,星期三,1992,七月,廿一,壬申,猴,戊申,丁卯,剑锋金
1992/8/20,星期四,1992,七月,廿二,壬申,猴,戊申,戊辰,剑锋金
1992/8/21,星期五,1992,七月,廿三,壬申,猴,戊申,己巳,剑锋金
1992/8/22,星期六,1992,七月,廿四,壬申,猴,戊申,庚午,剑锋金
1992/8/23,星期日,1992,七月,廿五,壬申,猴,戊申,辛未,剑锋金
1992/8/24,星期一,1992,七月,廿六,壬申,猴,戊申,壬申,剑锋金
1992/8/25,星期二,1992,七月,廿七,壬申,猴,戊申,癸酉,剑锋金
1992/8/26,星期三,1992,七月,廿八,壬申,猴,戊申,甲戌,剑锋金
1992/8/27,星期四,1992,七月,廿九,壬申,猴,戊申,乙亥,剑锋金
1992/8/28,星期五,1992,八月,初一,壬申,猴,戊申,丙子,剑锋金
1992/8/29,星期六,1992,八月,初二,壬申,猴,戊申,丁丑,剑锋金
1992/8/30,星期日,1992,八月,初三,壬申,猴,戊申,戊寅,剑锋金
1992/8/31,星期一,1992,八月,初四,壬申,猴,戊申,己卯,剑锋金
1992/9/1,星期二,1992,八月,初五,壬申,猴,戊申,庚辰,剑锋金
1992/9/2,星期三,1992,八月,初六,壬申,猴,戊申,辛巳,剑锋金
1992/9/3,星期四,1992,八月,初七,壬申,猴,戊申,壬午,剑锋金
1992/9/4,星期五,1992,八月,初八,壬申,猴,戊申,癸未,剑锋金
1992/9/5,星期六,1992,八月,初九,壬申,猴,戊申,甲申,剑锋金
1992/9/6,星期日,1992,八月,初十 ,壬申,猴,戊申,乙酉,剑锋金
1992/9/7,星期一,1992,八月,十一,壬申,猴,己酉,丙戌,剑锋金
1992/9/8,星期二,1992,八月,十二,壬申,猴,己酉,丁亥,剑锋金
1992/9/9,星期三,1992,八月,十三,壬申,猴,己酉,戊子,剑锋金
1992/9/10,星期四,1992,八月,十四,壬申,猴,己酉,己丑,剑锋金
1992/9/11,星期五,1992,八月,十五,壬申,猴,己酉,庚寅,剑锋金
1992/9/12,星期六,1992,八月,十六,壬申,猴,己酉,辛卯,剑锋金
1992/9/13,星期日,1992,八月,十七,壬申,猴,己酉,壬辰,剑锋金
1992/9/14,星期一,1992,八月,十八,壬申,猴,己酉,癸巳,剑锋金
1992/9/15,星期二,1992,八月,十九,壬申,猴,己酉,甲午,剑锋金
1992/9/16,星期三,1992,八月,二十,壬申,猴,己酉,乙未,剑锋金
1992/9/17,星期四,1992,八月,廿一,壬申,猴,己酉,丙申,剑锋金
1992/9/18,星期五,1992,八月,廿二,壬申,猴,己酉,丁酉,剑锋金
1992/9/19,星期六,1992,八月,廿三,壬申,猴,己酉,戊戌,剑锋金
1992/9/20,星期日,1992,八月,廿四,壬申,猴,己酉,己亥,剑锋金
1992/9/21,星期一,1992,八月,廿五,壬申,猴,己酉,庚子,剑锋金
1992/9/22,星期二,1992,八月,廿六,壬申,猴,己酉,辛丑,剑锋金
1992/9/23,星期三,1992,八月,廿七,壬申,猴,己酉,壬寅,剑锋金
1992/9/24,星期四,1992,八月,廿八,壬申,猴,己酉,癸卯,剑锋金
1992/9/25,星期五,1992,八月,廿九,壬申,猴,己酉,甲辰,剑锋金
1992/9/26,星期六,1992,九月,初一,壬申,猴,己酉,乙巳,剑锋金
1992/9/27,星期日,1992,九月,初二,壬申,猴,己酉,丙午,剑锋金
1992/9/28,星期一,1992,九月,初三,壬申,猴,己酉,丁未,剑锋金
1992/9/29,星期二,1992,九月,初四,壬申,猴,己酉,戊申,剑锋金
1992/9/30,星期三,1992,九月,初五,壬申,猴,己酉,己酉,剑锋金
1992/10/1,星期四,1992,九月,初六,壬申,猴,己酉,庚戌,剑锋金
1992/10/2,星期五,1992,九月,初七,壬申,猴,己酉,辛亥,剑锋金
1992/10/3,星期六,1992,九月,初八,壬申,猴,己酉,壬子,剑锋金
1992/10/4,星期日,1992,九月,初九,壬申,猴,己酉,癸丑,剑锋金
1992/10/5,星期一,1992,九月,初十 ,壬申,猴,己酉,甲寅,剑锋金
1992/10/6,星期二,1992,九月,十一,壬申,猴,己酉,乙卯,剑锋金
1992/10/7,星期三,1992,九月,十二,壬申,猴,己酉,丙辰,剑锋金
1992/10/8,星期四,1992,九月,十三,壬申,猴,庚戌,丁巳,剑锋金
1992/10/9,星期五,1992,九月,十四,壬申,猴,庚戌,戊午,剑锋金
1992/10/10,星期六,1992,九月,十五,壬申,猴,庚戌,己未,剑锋金
1992/10/11,星期日,1992,九月,十六,壬申,猴,庚戌,庚申,剑锋金
1992/10/12,星期一,1992,九月,十七,壬申,猴,庚戌,辛酉,剑锋金
1992/10/13,星期二,1992,九月,十八,壬申,猴,庚戌,壬戌,剑锋金
1992/10/14,星期三,1992,九月,十九,壬申,猴,庚戌,癸亥,剑锋金
1992/10/15,星期四,1992,九月,二十,壬申,猴,庚戌,甲子,剑锋金
1992/10/16,星期五,1992,九月,廿一,壬申,猴,庚戌,乙丑,剑锋金
1992/10/17,星期六,1992,九月,廿二,壬申,猴,庚戌,丙寅,剑锋金
1992/10/18,星期日,1992,九月,廿三,壬申,猴,庚戌,丁卯,剑锋金
1992/10/19,星期一,1992,九月,廿四,壬申,猴,庚戌,戊辰,剑锋金
1992/10/20,星期二,1992,九月,廿五,壬申,猴,庚戌,己巳,剑锋金
1992/10/21,星期三,1992,九月,廿六,壬申,猴,庚戌,庚午,剑锋金
1992/10/22,星期四,1992,九月,廿七,壬申,猴,庚戌,辛未,剑锋金
1992/10/23,星期五,1992,九月,廿八,壬申,猴,庚戌,壬申,剑锋金
1992/10/24,星期六,1992,九月,廿九,壬申,猴,庚戌,癸酉,剑锋金
1992/10/25,星期日,1992,九月,三十,壬申,猴,庚戌,甲戌,剑锋金
1992/10/26,星期一,1992,十月,初一,壬申,猴,庚戌,乙亥,剑锋金
1992/10/27,星期二,1992,十月,初二,壬申,猴,庚戌,丙子,剑锋金
1992/10/28,星期三,1992,十月,初三,壬申,猴,庚戌,丁丑,剑锋金
1992/10/29,星期四,1992,十月,初四,壬申,猴,庚戌,戊寅,剑锋金
1992/10/30,星期五,1992,十月,初五,壬申,猴,庚戌,己卯,剑锋金
1992/10/31,星期六,1992,十月,初六,壬申,猴,庚戌,庚辰,剑锋金
1992/11/1,星期日,1992,十月,初七,壬申,猴,庚戌,辛巳,剑锋金
1992/11/2,星期一,1992,十月,初八,壬申,猴,庚戌,壬午,剑锋金
1992/11/3,星期二,1992,十月,初九,壬申,猴,庚戌,癸未,剑锋金
1992/11/4,星期三,1992,十月,初十 ,壬申,猴,庚戌,甲申,剑锋金
1992/11/5,星期四,1992,十月,十一,壬申,猴,庚戌,乙酉,剑锋金
1992/11/6,星期五,1992,十月,十二,壬申,猴,庚戌,丙戌,剑锋金
1992/11/7,星期六,1992,十月,十三,壬申,猴,辛亥,丁亥,剑锋金
1992/11/8,星期日,1992,十月,十四,壬申,猴,辛亥,戊子,剑锋金
1992/11/9,星期一,1992,十月,十五,壬申,猴,辛亥,己丑,剑锋金
1992/11/10,星期二,1992,十月,十六,壬申,猴,辛亥,庚寅,剑锋金
1992/11/11,星期三,1992,十月,十七,壬申,猴,辛亥,辛卯,剑锋金
1992/11/12,星期四,1992,十月,十八,壬申,猴,辛亥,壬辰,剑锋金
1992/11/13,星期五,1992,十月,十九,壬申,猴,辛亥,癸巳,剑锋金
1992/11/14,星期六,1992,十月,二十,壬申,猴,辛亥,甲午,剑锋金
1992/11/15,星期日,1992,十月,廿一,壬申,猴,辛亥,乙未,剑锋金
1992/11/16,星期一,1992,十月,廿二,壬申,猴,辛亥,丙申,剑锋金
1992/11/17,星期二,1992,十月,廿三,壬申,猴,辛亥,丁酉,剑锋金
1992/11/18,星期三,1992,十月,廿四,壬申,猴,辛亥,戊戌,剑锋金
1992/11/19,星期四,1992,十月,廿五,壬申,猴,辛亥,己亥,剑锋金
1992/11/20,星期五,1992,十月,廿六,壬申,猴,辛亥,庚子,剑锋金
1992/11/21,星期六,1992,十月,廿七,壬申,猴,辛亥,辛丑,剑锋金
1992/11/22,星期日,1992,十月,廿八,壬申,猴,辛亥,壬寅,剑锋金
1992/11/23,星期一,1992,十月,廿九,壬申,猴,辛亥,癸卯,剑锋金
1992/11/24,星期二,1992,冬月,初一,壬申,猴,辛亥,甲辰,剑锋金
1992/11/25,星期三,1992,冬月,初二,壬申,猴,辛亥,乙巳,剑锋金
1992/11/26,星期四,1992,冬月,初三,壬申,猴,辛亥,丙午,剑锋金
1992/11/27,星期五,1992,冬月,初四,壬申,猴,辛亥,丁未,剑锋金
1992/11/28,星期六,1992,冬月,初五,壬申,猴,辛亥,戊申,剑锋金
1992/11/29,星期日,1992,冬月,初六,壬申,猴,辛亥,己酉,剑锋金
1992/11/30,星期一,1992,冬月,初七,壬申,猴,辛亥,庚戌,剑锋金
1992/12/1,星期二,1992,冬月,初八,壬申,猴,辛亥,辛亥,剑锋金
1992/12/2,星期三,1992,冬月,初九,壬申,猴,辛亥,壬子,剑锋金
1992/12/3,星期四,1992,冬月,初十 ,壬申,猴,辛亥,癸丑,剑锋金
1992/12/4,星期五,1992,冬月,十一,壬申,猴,辛亥,甲寅,剑锋金
1992/12/5,星期六,1992,冬月,十二,壬申,猴,辛亥,乙卯,剑锋金
1992/12/6,星期日,1992,冬月,十三,壬申,猴,辛亥,丙辰,剑锋金
1992/12/7,星期一,1992,冬月,十四,壬申,猴,壬子,丁巳,剑锋金
1992/12/8,星期二,1992,冬月,十五,壬申,猴,壬子,戊午,剑锋金
1992/12/9,星期三,1992,冬月,十六,壬申,猴,壬子,己未,剑锋金
1992/12/10,星期四,1992,冬月,十七,壬申,猴,壬子,庚申,剑锋金
1992/12/11,星期五,1992,冬月,十八,壬申,猴,壬子,辛酉,剑锋金
1992/12/12,星期六,1992,冬月,十九,壬申,猴,壬子,壬戌,剑锋金
1992/12/13,星期日,1992,冬月,二十,壬申,猴,壬子,癸亥,剑锋金
1992/12/14,星期一,1992,冬月,廿一,壬申,猴,壬子,甲子,剑锋金
1992/12/15,星期二,1992,冬月,廿二,壬申,猴,壬子,乙丑,剑锋金
1992/12/16,星期三,1992,冬月,廿三,壬申,猴,壬子,丙寅,剑锋金
1992/12/17,星期四,1992,冬月,廿四,壬申,猴,壬子,丁卯,剑锋金
1992/12/18,星期五,1992,冬月,廿五,壬申,猴,壬子,戊辰,剑锋金
1992/12/19,星期六,1992,冬月,廿六,壬申,猴,壬子,己巳,剑锋金
1992/12/20,星期日,1992,冬月,廿七,壬申,猴,壬子,庚午,剑锋金
1992/12/21,星期一,1992,冬月,廿八,壬申,猴,壬子,辛未,剑锋金
1992/12/22,星期二,1992,冬月,廿九,壬申,猴,壬子,壬申,剑锋金
1992/12/23,星期三,1992,冬月,三十,壬申,猴,壬子,癸酉,剑锋金
1992/12/24,星期四,1992,腊月,初一,壬申,猴,壬子,甲戌,剑锋金
1992/12/25,星期五,1992,腊月,初二,壬申,猴,壬子,乙亥,剑锋金
1992/12/26,星期六,1992,腊月,初三,壬申,猴,壬子,丙子,剑锋金
1992/12/27,星期日,1992,腊月,初四,壬申,猴,壬子,丁丑,剑锋金
1992/12/28,星期一,1992,腊月,初五,壬申,猴,壬子,戊寅,剑锋金
1992/12/29,星期二,1992,腊月,初六,壬申,猴,壬子,己卯,剑锋金
1992/12/30,星期三,1992,腊月,初七,壬申,猴,壬子,庚辰,剑锋金
1992/12/31,星期四,1992,腊月,初八,壬申,猴,壬子,辛巳,剑锋金
1993/1/1,星期五,1992,腊月,初九,壬申,猴,壬子,壬午,剑锋金
1993/1/2,星期六,1992,腊月,初十 ,壬申,猴,壬子,癸未,剑锋金
1993/1/3,星期日,1992,腊月,十一,壬申,猴,壬子,甲申,剑锋金
1993/1/4,星期一,1992,腊月,十二,壬申,猴,壬子,乙酉,剑锋金
1993/1/5,星期二,1992,腊月,十三,壬申,猴,癸丑,丙戌,剑锋金
1993/1/6,星期三,1992,腊月,十四,壬申,猴,癸丑,丁亥,剑锋金
1993/1/7,星期四,1992,腊月,十五,壬申,猴,癸丑,戊子,剑锋金
1993/1/8,星期五,1992,腊月,十六,壬申,猴,癸丑,己丑,剑锋金
1993/1/9,星期六,1992,腊月,十七,壬申,猴,癸丑,庚寅,剑锋金
1993/1/10,星期日,1992,腊月,十八,壬申,猴,癸丑,辛卯,剑锋金
1993/1/11,星期一,1992,腊月,十九,壬申,猴,癸丑,壬辰,剑锋金
1993/1/12,星期二,1992,腊月,二十,壬申,猴,癸丑,癸巳,剑锋金
1993/1/13,星期三,1992,腊月,廿一,壬申,猴,癸丑,甲午,剑锋金
1993/1/14,星期四,1992,腊月,廿二,壬申,猴,癸丑,乙未,剑锋金
1993/1/15,星期五,1992,腊月,廿三,壬申,猴,癸丑,丙申,剑锋金
1993/1/16,星期六,1992,腊月,廿四,壬申,猴,癸丑,丁酉,剑锋金
1993/1/17,星期日,1992,腊月,廿五,壬申,猴,癸丑,戊戌,剑锋金
1993/1/18,星期一,1992,腊月,廿六,壬申,猴,癸丑,己亥,剑锋金
1993/1/19,星期二,1992,腊月,廿七,壬申,猴,癸丑,庚子,剑锋金
1993/1/20,星期三,1992,腊月,廿八,壬申,猴,癸丑,辛丑,剑锋金
1993/1/21,星期四,1992,腊月,廿九,壬申,猴,癸丑,壬寅,剑锋金
1993/1/22,星期五,1992,腊月,三十,壬申,猴,癸丑,癸卯,剑锋金
1993/1/23,星期六,1993,正月,初一,癸酉,鸡,乙丑,甲辰,剑锋金
1993/1/24,星期日,1993,正月,初二,癸酉,鸡,乙丑,乙巳,剑锋金
1993/1/25,星期一,1993,正月,初三,癸酉,鸡,乙丑,丙午,剑锋金
1993/1/26,星期二,1993,正月,初四,癸酉,鸡,乙丑,丁未,剑锋金
1993/1/27,星期三,1993,正月,初五,癸酉,鸡,乙丑,戊申,剑锋金
1993/1/28,星期四,1993,正月,初六,癸酉,鸡,乙丑,己酉,剑锋金
1993/1/29,星期五,1993,正月,初七,癸酉,鸡,乙丑,庚戌,剑锋金
1993/1/30,星期六,1993,正月,初八,癸酉,鸡,乙丑,辛亥,剑锋金
1993/1/31,星期日,1993,正月,初九,癸酉,鸡,乙丑,壬子,剑锋金
1993/2/1,星期一,1993,正月,初十 ,癸酉,鸡,乙丑,癸丑,剑锋金
1993/2/2,星期二,1993,正月,十一,癸酉,鸡,乙丑,甲寅,剑锋金
1993/2/3,星期三,1993,正月,十二,癸酉,鸡,乙丑,乙卯,剑锋金
1993/2/4,星期四,1993,正月,十三,癸酉,鸡,甲寅,丙辰,剑锋金
1993/2/5,星期五,1993,正月,十四,癸酉,鸡,甲寅,丁巳,剑锋金
1993/2/6,星期六,1993,正月,十五,癸酉,鸡,甲寅,戊午,剑锋金
1993/2/7,星期日,1993,正月,十六,癸酉,鸡,甲寅,己未,剑锋金
1993/2/8,星期一,1993,正月,十七,癸酉,鸡,甲寅,庚申,剑锋金
1993/2/9,星期二,1993,正月,十八,癸酉,鸡,甲寅,辛酉,剑锋金
